no,title,author,category,format,access_type,pages,file_size,description,isbn,year,publisher,cover_image,file_url,tags,total_copies,available_copies,is_featured,is_popular,is_new
86,Mala si Penari Barongsai Merah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Mala si Penari Barongsai Merah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1gsiD8UIU-Ys0SBtAEMAl4-XIEP21N_yH,https://drive.google.com/uc?export=download&id=1WCjeEfjp2-mGJ6RbMzzArHQb64kJkyeA,,1,1,FALSE,FALSE,TRUE
87,Masih ada Bintang di Halmahera,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Masih ada Bintang di Halmahera adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1GoHoo5-BIEHzYeo2jLVxqtowYU1V_VsN,https://drive.google.com/uc?export=download&id=1UmUaBjfDbyWFzpWKnrAN6dCmU1-5RSHe,,1,1,FALSE,FALSE,TRUE
88,Mengenal Media Sosial Agar Tak Menyesal,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Mengenal Media Sosial Agar Tak Menyesal adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=17iyzgfywHw_2PTp4BdD9OFM0b0Dw4qef,https://drive.google.com/uc?export=download&id=1kyDAsiShQ3y86DFdpENNGHwDcHCseW_h,,1,1,FALSE,FALSE,TRUE
89,Modul Integritas SMP SMA,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Modul Integritas SMP SMA adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1Sn2g2nSJcR_qnlnUkqu9PrIyTPaJz7cm,https://drive.google.com/uc?export=download&id=1S2rutR4Uyhh-nNzUyuGu9qsCuj-CSyVN,,1,1,FALSE,FALSE,TRUE
90,Monster Apa Itu_,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Monster Apa Itu_ adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1jcLypJZNq8TCdknbH-7qRd7e8MkDva15,https://drive.google.com/uc?export=download&id=13GNtZ2ln3VfqFUfqjCLHDxI13TEYXIOE,,1,1,FALSE,FALSE,TRUE
91,Nenek Lintang dan Buku-Bukunya,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Nenek Lintang dan Buku-Bukunya adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1TMgxcL3N0hysbclxeFQbNeT8pzvA7_zV,https://drive.google.com/uc?export=download&id=1ulds3TenTLBlemmVr2GQEpkC3hTOORsp,,1,1,FALSE,FALSE,TRUE
92,Orange Juice Belajar Integritas kepada Tokoh Bangsa,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Orange Juice Belajar Integritas kepada Tokoh Bangsa adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1TzoiRVPpTar4RCDiNklTWGi0CKjFnUka,https://drive.google.com/uc?export=download&id=12sM2EA8imjVZjCcOwZowjXI_TOn8X2DV,,1,1,FALSE,FALSE,TRUE
93,Pensil Warna,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Pensil Warna adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1bij56X6NsEzS0idh4JkBh4RgVMrA9Ly7,https://drive.google.com/uc?export=download&id=1SXGvu6HHBTYuKyjnNJ2ybSrRUHXVAPuV,,1,1,FALSE,FALSE,TRUE
94,Perjalanan untuk Bangsa,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Perjalanan untuk Bangsa adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1AJvPQSz7vmJweNJubhLTE968fobzOgbo,https://drive.google.com/uc?export=download&id=1J7mUYncYzWb9_q_yESygg1iZLfGSYqti,,1,1,FALSE,FALSE,TRUE
95,"Remaja, Literasi, dan Penguatan Pendidikan Karakter",Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Remaja, Literasi, dan Penguatan Pendidikan Karakter adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=19FoN-98a-wt3ZRKxSIhUxErMJq7sqSnl,https://drive.google.com/uc?export=download&id=1WAmOL307KsEYBX6HhaeLHhjneQVVPMQX,,1,1,FALSE,FALSE,TRUE
96,Sang Dokter,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Sang Dokter adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1vcWskkBu59eixqLfVOoLeGKDueJtWb49,https://drive.google.com/uc?export=download&id=1YTDHjcInaP973EypXhcFSyjXZydsOPqa,,1,1,FALSE,FALSE,TRUE
97,Sang Pemanah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Sang Pemanah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1N46ZcuJApBdN9reeGzGRHnyO4tEWWyAB,https://drive.google.com/uc?export=download&id=1NALkCEAGSf7lUZ8dZDN_tQkOAkrHuWXv,,1,1,FALSE,FALSE,TRUE
98,Si Cemong Coak,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Si Cemong Coak adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1m4U8Oo3cvU8763UyChQmKI5qw4eFMjJj,https://drive.google.com/uc?export=download&id=12140XfsnstnG7M3C9v7MmYB_qwE_S7vw,,1,1,FALSE,FALSE,TRUE
99,Siapa yang Dapat Ketupatnya_,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Siapa yang Dapat Ketupatnya_ adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,,https://drive.google.com/uc?export=download&id=18RcZerD3Dz-nAzDeJNEp4Hxo8A1PMpwe,,1,1,FALSE,FALSE,TRUE
100,Teman-temanku,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Teman-temanku adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1IFaIUcG5bv5TGqMMxJ5V8bnDwQnFynIQ,https://drive.google.com/uc?export=download&id=1xTgl4Y9yLM_HH0SFH3_SavNTZtZgJnaa,,1,1,FALSE,FALSE,TRUE
101,Yadi dan Kerbau Buleng,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Yadi dan Kerbau Buleng adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1hnvqlnqM8THVOG4nyO9cpHX2d9o4bCRu,https://drive.google.com/uc?export=download&id=1hbg7Oy_K0p26kQAnay8iHbmiyYsgGa1K,,1,1,FALSE,FALSE,TRUE
